ann;mes;dia;hora;reflectancia;nc;N;Hext;VelViento;DirViento;Temp;Humedad;Lluvia;RadSolar
2014.0;5.0;3.0;10.0;0.1920796954133719;0.11081738390967155;12.126314958107196;10141.088437263244;2.8;219.3;24.8;73.6;0.0;359.5
2014.0;5.0;3.0;13.0;0.562214495151417;0.376986518294562;12.126314958107196;10141.088437263244;3.0;128.9;27.9;58.5;0.0;271.6
2014.0;5.0;3.0;16.0;0.0514321014979178;0.037268279862519564;12.126314958107196;10141.088437263244;2.7;73.5;29.4;54.1;0.0;173.1
2014.0;5.0;4.0;7.0;0.1003476499835575;0.4416806578260413;12.128857263162985;10126.62521039688;0.5;158.6;22.5;83.9;0.0;12.3
2014.0;5.0;4.0;10.0;0.4161725007136407;0.3834424043787446;12.128857263162985;10126.62521039688;2.9;134.9;25.1;72.8;0.0;217.9
2014.0;5.0;4.0;13.0;0.6699155949640959;0.4758448978697885;12.128857263162985;10126.62521039688;4.0;123.4;27.8;59.8;0.0;269.7
2014.0;5.0;4.0;16.0;0.2799798465043583;0.45565183750830984;12.128857263162985;10126.62521039688;2.9;354.2;28.9;55.3;0.0;101.8
2014.0;5.0;5.0;7.0;0.0314237331272471;0.09324184530597987;12.13136974686174;10112.10139272316;1.3;212.2;20.7;90.5;0.0;34.5
2014.0;5.0;5.0;10.0;0.2305564158161024;0.15762708256698324;12.13136974686174;10112.10139272316;2.8;110.6;23.6;80.5;0.0;349.5
2014.0;5.0;5.0;13.0;0.2202499611490994;0.06309873291015673;12.13136974686174;10112.10139272316;3.2;79.2;29.1;54.0;0.0;487.2
2014.0;5.0;5.0;16.0;0.2117529278438998;0.33075442950470785;12.13136974686174;10112.10139272316;4.8;16.4;30.8;48.5;0.0;189.9
2014.0;5.0;6.0;7.0;0.0986706419074746;0.43320269068097794;12.133851493788006;10097.533040691676;1.9;156.6;22.3;84.7;0.0;4.6
2014.0;5.0;6.0;10.0;0.2496844076798172;0.18089766087220854;12.133851493788006;10097.533040691676;1.5;117.6;25.1;72.1;0.0;260.1
2014.0;5.0;6.0;13.0;0.3505028011784258;0.18265725852193082;12.133851493788006;10097.533040691676;2.6;74.9;28.9;55.5;0.0;420.8
2014.0;5.0;6.0;16.0;0.4741250662721634;0.8110575219708238;12.133851493788006;10097.533040691676;6.6;82.2;25.9;74.6;0.0;197.4
2014.0;5.0;7.0;10.0;0.8495590939457159;0.9106883759421814;12.136301576525891;10082.93624853668;0.5;84.7;21.4;89.6;0.25;60.1
2014.0;5.0;7.0;13.0;0.3471429763727012;0.17957328968105288;12.136301576525891;10082.93624853668;4.0;218.2;25.9;68.2;0.0;466.5
2014.0;5.0;7.0;14.0;0.1949098604433531;0.10496653589309189;12.136301576525891;10082.93624853668;2.7;160.6;27.2;64.1;0.0;485.7
2014.0;5.0;7.0;15.0;0.1303741142557924;0.09783484467598776;12.136301576525891;10082.93624853668;1.2;145.3;28.0;60.7;0.0;311.5
2014.0;5.0;7.0;16.0;0.0709387424467063;0.07297748293360304;12.136301576525891;10082.93624853668;1.9;184.2;28.4;59.7;0.0;222.3
2014.0;5.0;7.0;17.0;0.2176318509674461;0.9260098469020344;12.136301576525891;10082.93624853668;3.4;96.7;27.1;63.1;0.0;42.9
2014.0;5.0;7.0;18.0;0.0534864554375976;0.8598011802513155;12.136301576525891;10082.93624853668;4.1;176.2;23.3;80.0;57.15;19.8
2014.0;5.0;8.0;7.0;0.0835683852073744;0.3568545573918254;12.138719056348084;10068.32713217676;1.1;118.2;22.1;89.4;0.0;12.1
2014.0;5.0;8.0;10.0;0.2877170773209019;0.2271671398298258;12.138719056348084;10068.32713217676;3.6;38.9;24.6;78.1;0.0;233.9
2014.0;5.0;8.0;12.0;0.2666103600606997;0.08501522417724916;12.138719056348084;10068.32713217676;3.0;50.6;26.4;67.0;0.0;520.2
2014.0;5.0;8.0;13.0;0.3020579653952384;0.1381899506425914;12.138719056348084;10068.32713217676;4.0;55.8;28.1;59.5;0.0;484.7
2014.0;5.0;8.0;14.0;0.2250753783536529;0.15191108983418725;12.138719056348084;10068.32713217676;4.1;33.1;28.7;52.6;0.0;405.9
2014.0;5.0;8.0;15.0;0.188618911962091;0.21813195513788394;12.138719056348084;10068.32713217676;4.0;39.2;29.3;49.1;0.0;255.1
2014.0;5.0;8.0;16.0;0.2833741204139839;0.4618654555595114;12.138719056348084;10068.32713217676;0.8;157.5;28.7;53.1;0.0;131.6
2014.0;5.0;8.0;17.0;0.2548809137109162;1.0;12.138719056348084;10068.32713217676;6.2;205.1;25.8;69.3;0.0;47.2
2014.0;5.0;8.0;18.0;0.0332161912363424;0.5432329922352355;12.138719056348084;10068.32713217676;5.2;153.3;24.0;79.5;0.0;7.6
2014.0;5.0;9.0;7.0;0.125238536713843;0.5675143511280779;12.141102983971514;10053.721812888689;3.0;284.7;20.8;90.3;0.51;8.9
2014.0;5.0;9.0;10.0;0.5268702276125179;0.5181141535286047;12.141102983971514;10053.721812888689;2.2;100.2;22.6;82.8;0.0;180.9
2014.0;5.0;9.0;12.0;0.3579704577652753;0.17879347485120306;12.141102983971514;10053.721812888689;2.1;103.9;25.4;67.9;0.0;408.2
2014.0;5.0;9.0;13.0;0.3429413734277995;0.1757166562810792;12.141102983971514;10053.721812888689;1.9;18.2;26.7;63.4;0.0;445.3
2014.0;5.0;9.0;14.0;0.187521343893702;0.09346828763688206;12.141102983971514;10053.721812888689;3.6;73.3;27.7;57.3;0.0;446.0
2014.0;5.0;9.0;15.0;0.1186270445418757;0.073572788687667;12.141102983971514;10053.721812888689;4.1;51.5;28.2;57.4;0.0;151.7
2014.0;5.0;9.0;16.0;0.1184660429151187;0.15998180255493408;12.141102983971514;10053.721812888689;4.3;22.3;28.4;55.0;0.0;194.3
2014.0;5.0;9.0;17.0;0.0524203432628939;0.16164306609072593;12.141102983971514;10053.721812888689;6.9;308.0;27.3;55.9;0.0;54.4
2014.0;5.0;9.0;18.0;0.0201992570175287;0.3399427322632321;12.141102983971514;10053.721812888689;6.6;315.1;26.1;59.2;0.0;12.4
2014.0;5.0;10.0;7.0;0.0729893537839313;0.30337319250535727;12.143452400379893;10039.13640076782;1.2;39.1;21.4;89.1;0.0;7.2
2014.0;5.0;10.0;10.0;0.4310601346336827;0.4015542821641518;12.143452400379893;10039.13640076782;1.9;126.9;23.6;76.6;0.0;212.6
2014.0;5.0;10.0;13.0;0.4813671385962064;0.3027770749751374;12.143452400379893;10039.13640076782;2.1;105.9;26.9;60.8;0.0;327.8
2014.0;5.0;10.0;16.0;0.0870923621002004;0.10254858572131755;12.143452400379893;10039.13640076782;3.9;0.2;27.8;57.9;0.0;85.8
2014.0;5.0;11.0;7.0;0.1919809229673554;0.904924627148976;12.145766337712947;10024.586977989356;2.5;242.7;20.6;90.9;12.95;9.0
2014.0;5.0;11.0;8.0;0.2231160224294398;0.5731499626315739;12.145766337712947;10024.586977989356;1.8;237.3;21.2;88.6;3.05;83.9
2014.0;5.0;11.0;9.0;0.2825193334922637;0.6133243581134926;12.145766337712947;10024.586977989356;1.8;196.5;22.2;83.6;0.0;118.3
2014.0;5.0;11.0;10.0;0.2990279239355063;0.24092759851879278;12.145766337712947;10024.586977989356;1.5;198.5;23.1;77.9;0.0;193.5
2014.0;5.0;11.0;11.0;0.2738350460997321;0.18502054122675576;12.145766337712947;10024.586977989356;2.2;193.2;24.5;71.4;0.0;431.3
2014.0;5.0;11.0;12.0;0.216224967895296;0.03329621275421236;12.145766337712947;10024.586977989356;1.9;151.5;26.1;62.1;0.0;547.6
2014.0;5.0;11.0;13.0;0.2242482338650351;0.06676873036129428;12.145766337712947;10024.586977989356;2.7;142.7;27.3;54.9;0.0;515.6
2014.0;5.0;11.0;14.0;0.1519915933197768;0.03817574144917701;12.145766337712947;10024.586977989356;0.6;49.2;28.1;50.1;0.0;481.0
2014.0;5.0;11.0;15.0;0.1088512898842518;0.05338222945821318;12.145766337712947;10024.586977989356;2.2;115.6;29.0;47.7;0.0;355.8
2014.0;5.0;11.0;16.0;0.0525182655126456;0.03925663098213287;12.145766337712947;10024.586977989356;2.8;327.7;29.1;49.0;0.0;222.1
2014.0;5.0;11.0;17.0;0.053808401816463;0.1680650512351662;12.145766337712947;10024.586977989356;4.8;358.7;28.2;54.6;0.0;68.4
2014.0;5.0;11.0;18.0;0.00576042998918;0.11444624814937893;12.145766337712947;10024.586977989356;3.7;37.0;28.3;54.6;0.0;39.8
2014.0;5.0;12.0;7.0;0.0966466941376405;0.42297080036351625;12.1480438202221;10010.089581886225;1.4;281.6;21.8;82.6;0.0;36.0
2014.0;5.0;12.0;10.0;0.2727003214465724;0.2088981758970813;12.1480438202221;10010.089581886225;3.1;173.2;25.9;66.5;0.0;273.4
2014.0;5.0;12.0;11.0;0.195834299806613;0.06269616915865409;12.1480438202221;10010.089581886225;2.3;114.0;27.2;58.6;0.0;470.3
2014.0;5.0;12.0;12.0;0.2029884681522696;0.019709364423980236;12.1480438202221;10010.089581886225;2.9;102.3;28.3;54.9;0.0;499.7
2014.0;5.0;12.0;13.0;0.2115460779219572;0.05510947566632332;12.1480438202221;10010.089581886225;2.0;108.1;29.5;49.5;0.0;495.6
2014.0;5.0;12.0;14.0;0.1603475483004942;0.05117954866004924;12.1480438202221;10010.089581886225;3.7;107.4;30.1;46.3;0.0;456.5
2014.0;5.0;12.0;15.0;0.0936873330260927;0.022063034181685898;12.1480438202221;10010.089581886225;2.6;83.3;30.5;46.8;0.0;358.3
2014.0;5.0;12.0;16.0;0.0426190264544992;0.02113490829781262;12.1480438202221;10010.089581886225;4.3;356.9;29.9;49.6;0.0;60.7
2014.0;5.0;12.0;17.0;0.0671943391236469;0.22999636552310082;12.1480438202221;10010.089581886225;4.7;298.2;29.9;47.1;0.0;105.4
2014.0;5.0;12.0;18.0;0.0201430557527428;0.33906501639427056;12.1480438202221;10010.089581886225;5.4;297.7;29.0;49.0;0.0;26.2
2014.0;5.0;13.0;7.0;0.0178262792514952;0.024501110625438905;12.150283865291955;9995.660187861027;2.5;30.6;21.5;85.1;0.0;21.9
2014.0;5.0;13.0;10.0;0.115733059560582;0.01793620847781246;12.150283865291955;9995.660187861027;3.1;81.7;25.8;68.2;0.0;368.0
2014.0;5.0;13.0;13.0;0.2037623528730663;0.04796482768472611;12.150283865291955;9995.660187861027;3.3;77.3;30.0;52.3;0.0;488.0
2014.0;5.0;13.0;14.0;0.1535377429336835;0.04058190945089608;12.150283865291955;9995.660187861027;3.5;72.3;30.8;50.3;0.0;449.2
2014.0;5.0;13.0;15.0;0.1047660881378079;0.04494477263624624;12.150283865291955;9995.660187861027;3.2;60.0;31.4;48.6;0.0;370.2
