anno;mes;dia;hora;ndig;reflectancia;rmin;rmax;nc;N;Hext;brilloSolarC;dj
2014;01;01;7.0;71.0;0.06837560177086026;0;0;0;11.808313742428178;9540.163760217041;0;1.0
2014;01;01;10.0;269.0;0.5271865536871879;0;0;0;11.808313742428178;9540.163760217041;0;1.0
2014;01;01;13.0;328.0;0.7453498811624893;0;0;0;11.808313742428178;9540.163760217041;0;1.0
2014;01;01;16.0;58.0;0.0520364092421886;0;0;0;11.808313742428178;9540.163760217041;0;1.0
2014;01;02;7.0;44.0;0.024413910402586707;0;0;0;11.809050674092154;9547.44104307905;0;2.0
2014;01;02;10.0;196.0;0.36670085494915244;0;0;0;11.809050674092154;9547.44104307905;0;2.0
2014;01;02;13.0;98.0;0.17221482458685713;0;0;0;11.809050674092154;9547.44104307905;0;2.0
2014;01;02;16.0;85.0;0.10058340493455634;0;0;0;11.809050674092154;9547.44104307905;0;2.0
2014;01;03;7.0;60.0;0.050442467127067694;0;0;0;11.809857362443669;9555.27780614183;0;3.0
2014;01;03;10.0;229.0;0.4390165435215742;0;0;0;11.809857362443669;9555.27780614183;0;3.0
2014;01;03;13.0;130.0;0.2524019628726363;0;0;0;11.809857362443669;9555.27780614183;0;3.0
2014;01;03;16.0;81.0;0.09349053802993929;0;0;0;11.809857362443669;9555.27780614183;0;3.0
2014;01;04;7.0;54.0;0.04066844038621994;0;0;0;11.81073317102951;9563.664459587393;0;4.0
2014;01;04;10.0;130.0;0.22163623706758212;0;0;0;11.81073317102951;9563.664459587393;0;4.0
2014;01;04;13.0;94.0;0.1626491163561843;0;0;0;11.81073317102951;9563.664459587393;0;4.0
2014;01;04;16.0;90.0;0.10977839845642726;0;0;0;11.81073317102951;9563.664459587393;0;4.0
2014;01;05;7.0;61.0;0.05204089271428064;0;0;0;11.811677412071877;9572.590625444682;0;5.0
2014;01;05;10.0;138.0;0.23912635446240163;0;0;0;11.811677412071877;9572.590625444682;0;5.0
2014;01;05;13.0;154.0;0.31320742102962434;0;0;0;11.811677412071877;9572.590625444682;0;5.0
2014;01;05;16.0;70.0;0.07385673063812043;0;0;0;11.811677412071877;9572.590625444682;0;5.0
2014;01;06;7.0;86.0;0.09267044646819624;0;0;0;11.812689348250286;9582.045155610613;0;6.0
2014;01;06;10.0;455.0;0.9343403665322806;0;0;0;11.812689348250286;9582.045155610613;0;6.0
2014;01;06;13.0;187.0;0.3964414444824216;0;0;0;11.812689348250286;9582.045155610613;0;6.0
2014;01;06;16.0;298.0;0.485035786328805;0;0;0;11.812689348250286;9582.045155610613;0;6.0
2014;01;07;7.0;87.0;0.09426716489807808;0;0;0;11.813768194590411;9592.01615127238;0;7.0
2014;01;07;10.0;367.0;0.7411732863836377;0;0;0;11.813768194590411;9592.01615127238;0;7.0
2014;01;07;11.0;368.0;0.8276583452863231;0;0;0;11.813768194590411;9592.01615127238;0;7.0
2014;01;07;12.0;347.0;0.8181714450732476;0;0;0;11.813768194590411;9592.01615127238;0;7.0
2014;01;07;13.0;150.0;0.30403463944445924;0;0;0;11.813768194590411;9592.01615127238;0;7.0
2014;01;07;14.0;120.0;0.20897805201987774;0;0;0;11.813768194590411;9592.01615127238;0;7.0
2014;01;07;15.0;236.0;0.4204405211989518;0;0;0;11.813768194590411;9592.01615127238;0;7.0
