ann;mes;dia;hora;VelViento;DirViento;Temp;Humedad;Lluvia;RadSolar
2014;1;2;16;1.7;173.5;31.2;41.8;0;526.4
2014;1;2;17;4.4;174.4;29.2;47.3;0;286.5
2014;1;2;18;4.8;173.1;27.1;53.2;0;59.6
2014;1;2;19;3.7;181.6;26.2;56.1;0;0
2014;1;2;20;4.2;175.4;25.5;59.2;0;0
2014;1;2;21;1.3;176.9;25.6;58.4;0;0
2014;1;2;22;1.8;137.5;25.1;63.1;0;0
2014;1;2;23;2.5;152.9;24.7;64;0;0
2014;1;3;0;1.9;156.6;24.6;63.3;0;0
2014;1;3;1;1.5;155.6;24.5;64;0;0
2014;1;3;2;1.5;143.3;23.5;72.8;0;0
2014;1;3;3;0.5;94.8;23.1;76.6;0;0
2014;1;3;4;0.8;89.5;22.2;81.1;0;0
2014;1;3;5;0.3;92;22.2;81.2;0;0
2014;1;3;6;0.4;239.7;22.5;79;0;0
2014;1;3;7;0.7;66.9;22.4;78.9;0;18
2014;1;3;8;1;134.1;22.6;78.8;0;77.2
2014;1;3;9;0.4;124.3;23.6;74.7;0;210.7
2014;1;3;10;0.4;88.4;25;67.4;0;295.6
2014;1;3;11;1.1;90.4;26.9;59.8;0;606.6
2014;1;3;12;1.2;91.4;28;54.3;0;435.3
2014;1;3;13;0.8;67.8;28.7;51.2;0;574.1
2014;1;3;14;1.1;168.6;29.7;47.8;0;568.1
2014;1;3;15;2.8;171.1;30.5;44.1;0;775.4
2014;1;3;16;2.9;172.2;30.4;44.5;0;462
2014;1;3;17;3.6;175.9;29.2;47.9;0;235.7
2014;1;3;18;3.6;174.3;27.5;52.1;0;32.1
2014;1;3;19;3.9;173.5;26.5;54.2;0;0
2014;1;3;20;3.3;177.2;26.2;55.3;0;0
2014;1;3;21;2.6;184.1;25.8;56.9;0;0
2014;1;3;22;1.1;164.7;25.5;59.1;0;0
2014;1;3;23;1.2;138.1;24.4;66;0;0
2014;1;4;0;1;142.3;23.8;70.3;0;0
2014;1;4;1;0.8;145.7;23.3;71.8;0;0
2014;1;4;2;0.9;136.2;23.1;72.6;0;0
2014;1;4;3;0.1;22.6;22.6;75;0;0
2014;1;4;4;0.5;94.9;22.8;74.9;0;0
2014;1;4;5;0.6;47.6;22.3;77.4;0;0
2014;1;4;6;0.4;161.9;22.3;76.6;0;0
2014;1;4;7;0.2;165.3;22.5;73.2;0;7.7
2014;1;4;8;0.9;157.8;23.4;70.4;0;196.2
2014;1;4;9;1;114.7;25.6;63.6;0;378.3
2014;1;4;10;0.9;88;26.6;60.4;0;467.6
2014;1;4;11;1.1;95;26.9;58.8;0;375.7
2014;1;4;12;1;54.7;28.3;54;0;515.3
2014;1;4;13;1;72.2;29.2;51.4;0;542.7
2014;1;4;14;0.3;15.4;30.6;47.9;0;787.4
2014;1;4;17;4.1;179.3;29.7;47.6;0;285.5
2014;1;4;18;4.3;170.4;27.8;52.5;0;34.6
2014;1;4;19;4.7;173.1;26.9;55.2;0;0
2014;1;4;20;3.9;174.5;26.5;56.6;0;0
2014;1;4;21;1.9;192.6;26.4;56.7;0;0
2014;1;4;22;0.7;110.5;25.8;61.6;0;0
2014;1;4;23;2;154.3;25.5;63.3;0;0
2014;1;5;0;0.5;74.2;24.6;68.6;0;0
2014;1;5;1;0.2;112.15;23.9;70.4;0;0
2014;1;5;2;1.7;150.1;24.3;69.7;0;0
2014;1;5;3;1.5;146.3;23.7;73.3;0;0
2014;1;5;4;1;123.7;23.1;75.8;0;0
2014;1;5;5;0.4;94.3;22.8;77.8;0;0
2014;1;5;6;0.5;91.9;22.8;76.9;0;0
2014;1;5;7;1;139.4;22.5;79.9;0;15.5
2014;1;5;8;0.4;151;23.2;77;0;99.5
2014;1;5;9;1.2;136;24.2;71.8;0;172.1
2014;1;5;10;1.2;138.7;26;64.6;0;591.7
2014;1;5;11;1.4;135.6;28;57.1;0;774.9
2014;1;5;12;0.7;109.6;28.2;55.5;0;279.8
2014;1;5;13;0.8;130.3;28.8;53.1;0;671.1
2014;1;5;14;0.4;182.4;29.9;48.4;0;374.1
2014;1;5;15;1.4;81.4;29.3;50.6;0;176.5
2014;1;5;16;3.4;176.1;29.6;47.7;0;386.9
2014;1;5;17;3.7;173.3;27.6;51.9;0;48
2014;1;5;18;3.8;176.5;26.9;54.3;0;17.4
2014;1;5;19;2.1;173.1;26.7;55.8;0;0
2014;1;5;20;1.1;109.6;25.8;63.5;0;0
2014;1;5;21;0.7;161.3;25.5;63.1;0;0
2014;1;5;22;2.1;161.3;25.5;62.3;0;0
2014;1;5;23;2.1;158;24;73.5;0;0
2014;1;6;0;2.2;157.8;22.8;81.5;21.08;0
2014;1;6;1;0.7;157.7;21.4;91.7;10.41;0
2014;1;6;2;0.7;137.3;21.7;90.4;1.27;0
2014;1;6;3;0.4;157.7;21.7;91.5;0;0
2014;1;6;4;1.3;149.1;21.5;91.8;0.51;0
2014;1;6;5;1.6;150.7;21.1;93.2;2.29;0
2014;1;6;6;0.9;146.4;20.9;93.6;2.29;0
2014;1;6;7;1;150.2;20.6;92.6;0.25;7.4
2014;1;6;8;0.6;103.8;20.5;91.8;0.25;44.7
2014;1;6;9;1.1;91.7;20.9;90.9;0;132.1
2014;1;6;10;1.6;144.7;21;89;0;131.6
2014;1;6;11;0.7;56.9;22;85.8;0.25;383.7
2014;1;6;12;0.7;199.8;24;72.8;0;580.3
2014;1;6;13;0.5;97.4;26.3;61.6;0;738.9
2014;1;6;14;1;92.2;27.9;57.3;0;767.5
2014;1;6;15;1;88.1;27.8;57.4;0;231.4
2014;1;6;16;2.7;181.7;24.4;70.4;32;22.9
2014;1;6;17;0.9;235.2;19.3;99.2;30.23;67.6
2014;1;6;18;0.6;305.7;20.8;97.4;0.25;28.9
2014;1;6;19;2;28.5;21.2;91;0.25;0
2014;1;6;20;1.1;4;20.6;91.2;0.25;0
2014;1;6;21;1.4;2.6;19.9;92.8;14.99;0
2014;1;6;22;0.3;194.8;18.8;95.5;29.21;0
2014;1;6;23;0.5;69.7;19.1;95.9;12.45;0
2014;1;7;0;0.8;66.8;18.8;97.1;7.87;0
2014;1;7;1;0.4;108.1;18.7;97.2;5.08;0
2014;1;7;2;1.2;148.5;18.8;97;4.32;0
2014;1;7;3;1;143.9;18.5;97.1;1.52;0
2014;1;7;4;0.8;148.3;18.4;97;1.02;0
2014;1;7;5;0.4;140.2;18.6;96.2;0.25;0
2014;1;7;6;0.5;107.9;18.8;95.5;0;0
2014;1;7;7;0.4;138.5;18.9;94;0;26.8
2014;1;7;8;0.2;103.15;19.8;88.5;0.25;108.5
2014;1;7;9;0.8;67.8;20.7;84.3;0;226.5
2014;1;7;10;1;50.8;21;84.5;0;170.3
2014;1;7;11;0.6;35.3;21.8;79.9;0;235.1
2014;1;7;12;1.3;61.8;22.3;76.8;0;463.5
2014;1;7;13;1;57.6;23.8;70;0;452.5
2014;1;7;14;0.7;62.6;25.3;62.8;0;704.5
2014;1;7;15;0.5;109;26;59.7;0;326.9
2014;1;7;16;1;159.5;26.6;55.3;0;375.9
2014;1;7;17;2;171.1;26.6;51;0;346.4
2014;1;7;18;0.8;175.8;25.7;57;0;50.5
2014;1;7;19;2.1;162.4;24.1;61.1;0;0
2014;1;7;20;1.7;177;23.7;61.2;0;0
2014;1;7;21;0.8;180.7;23.3;62.9;0;0
2014;1;7;22;1.1;168.4;23;64.2;0;0
2014;1;7;23;0.4;190.2;22.6;69.8;0;0
2014;1;8;4;0.8;154.4;19.9;91.6;8.13;0
2014;1;8;5;1.3;153.2;19.5;94;4.83;0
2014;1;8;6;0.7;156.2;19.4;93.6;3.3;0
2014;1;8;7;0.7;160.1;19.5;92.2;1.02;11.4
2014;1;8;8;0.4;131.7;20.2;88.6;0.25;79
2014;1;8;9;0.3;103.3;22.3;78.6;0;406.3
2014;1;8;10;1.1;114.2;24.3;69.2;0;628.4
2014;1;8;11;1;84.2;25.5;63.3;0;674.1
2014;1;8;12;1.6;110.4;25.8;60.8;0;474.5
2014;1;8;13;0.8;99.2;26.6;58;0;593.9
2014;1;8;14;0.3;103.7;27.3;56.3;0;486.3
2014;1;8;15;1.2;164;27;55.4;0;188.9
2014;1;8;16;2.7;171.8;26.8;52.7;0;247.4
2014;1;8;17;3.1;177.5;27.1;52.9;0;324.2
2014;1;8;18;2.8;175.5;25.7;57.7;0;67.6
2014;1;8;19;2.3;180.3;24.9;59.3;0;0
2014;1;8;20;2.3;161.9;24.2;61.5;0;0
2014;1;8;21;2.4;165.5;23.9;62.8;0;0
2014;1;8;22;1.4;166.6;23.6;64.4;0;0
2014;1;8;23;1.4;165.1;23.4;66;0;0
2014;1;9;0;0.6;141.4;22.6;78.3;0;0
2014;1;9;1;0.5;126.3;22.3;80;0;0
2014;1;9;2;0.8;129.1;21.8;82.2;0;0
2014;1;9;3;0.4;125.2;21.8;82.3;0;0
2014;1;9;4;0.9;125.3;21.3;83.9;0;0
2014;1;9;5;0.3;130.5;21.5;80.7;0;0
2014;1;9;6;0.7;135.7;21.5;81.7;0;0
2014;1;9;7;0.4;122.1;21.6;84.6;0;0
2014;1;9;8;1;117.1;21.6;86.2;0;28
2014;1;9;9;1.2;97.5;21.4;86.8;0;101.9
2014;1;9;10;0.6;136.8;21.7;83.2;0;113.6
2014;1;9;11;1;97.4;22.3;81.6;0;184.3
2014;1;9;12;0.7;112.1;23.6;75.3;0;573.4
2014;1;9;13;1.8;116.6;26.3;60.7;0;923.9
2014;1;9;14;1.3;170.7;26.7;56.6;0;487.4
2014;1;9;15;1.9;174.7;26.7;57.3;0;555.5
2014;1;9;16;0.4;266.5;27.5;55.1;0;435.5
2014;1;9;17;0.9;43.5;26.4;59.8;0;141.3
2014;1;9;18;1.4;49.1;25.4;63.6;0;39.7
2014;1;9;19;1.3;82.7;24.3;69.8;0;0
2014;1;9;20;0.8;90.3;24;69;0;0
2014;1;9;21;2.1;160.4;23.9;63.7;0;0
2014;1;9;22;1.7;152.4;23.3;73.7;0;0
2014;1;9;23;1.5;146.3;22.9;75.6;0;0
2014;1;10;0;1;142;22.3;81.5;0;0
2014;1;10;1;1.1;149.7;21.4;86.5;3.56;0
2014;1;10;2;1;153.7;20.5;92;1.52;0
2014;1;10;3;1.1;152.4;20.6;91.7;0.25;0
2014;1;10;4;1.4;155.3;19.9;92.8;13.72;0
2014;1;10;5;0.7;158.6;19.7;92.4;0.51;0
2014;1;10;6;0.4;139.9;20;92.1;1.02;0
2014;1;10;7;0.9;132.5;19.7;94.5;28.7;0
2014;1;10;8;0.5;179.2;19.3;98.4;60.71;11.9
2014;1;10;9;0.9;181.1;19.4;99.5;7.62;76.9
2014;1;10;10;0.9;147.6;20.5;96.8;1.02;259.6
2014;1;10;11;1;128.1;22.5;83.4;0;349.9
2014;1;10;12;0.8;117.4;23.7;74.2;0;479.2
2014;1;10;13;1;81.6;24.6;69.8;0;413.2
2014;1;10;14;1.3;89.9;25.3;66.2;0;609.5
2014;1;10;15;1.2;65;25.6;65.2;0;293
2014;1;10;16;0.1;183.6;26.2;62.7;0;265.4
2014;1;10;17;1.4;71.3;26;64.1;0;172.9
2014;1;10;18;0.5;117.1;25.3;64.2;0;36
2014;1;10;19;1.4;180;24.6;63.9;0;0
2014;1;10;20;2;169.8;24.1;66.4;0;0
2014;1;10;21;1.9;165.6;23.7;67.8;0;0
2014;1;10;22;2.4;166;23.5;69.1;0;0
2014;1;10;23;2.2;164.2;23.4;68.8;0;0
2014;1;11;0;0.9;149.9;22.6;80.9;0;0
2014;1;11;1;0.6;150.6;22.1;83.9;0;0
2014;1;11;2;0.5;155.5;22.2;80;0;0
2014;1;11;3;0.6;153.6;22.1;79.2;0.76;0
2014;1;11;4;0.8;142.3;20.7;90.5;2.03;0
2014;1;11;5;1.2;149.5;20.7;91.9;0;0
2014;1;11;6;1.3;150.1;20.7;91.8;3.81;0
2014;1;11;7;0.8;154.3;20.4;93.7;5.59;5.9
2014;1;11;8;0.3;138.5;20.9;91.8;0;59.8
2014;1;11;9;0.2;110.9;21.9;85.2;0.25;150.3
2014;1;11;10;0.8;83.3;22.9;80.2;0;311.8
2014;1;11;11;1.2;127.9;23.3;78.7;0;247.1
2014;1;11;12;1;120.1;23.7;74.2;0;286.4
2014;1;11;13;0.9;117.1;24.9;66.1;0;428.3
2014;1;11;14;1.2;122.3;26.6;58.7;0;821.1
2014;1;11;15;1.1;119.2;28;50.1;0;604.8
2014;1;11;16;1.3;184.8;28;51.5;0;340.9
2014;1;11;17;1.1;168;27.3;56.3;0;113.9
2014;1;11;18;1.1;66.9;26.8;57.2;0;71.3
2014;1;11;19;1.1;170.5;26.1;61.2;0;0
2014;1;11;20;2.1;167.6;25.1;63.8;0;0
2014;1;11;21;1.5;176.5;24.6;65.2;0;0
2014;1;11;22;1.7;166.6;23.8;66.9;0;0
2014;1;11;23;2.3;156.9;23.5;65.3;0;0
2014;1;12;0;1.6;155.9;23.2;67.9;0;0
2014;1;12;1;1.5;160.2;23;68.7;0;0
2014;1;12;2;0.8;161.2;22.5;69.8;0;0
2014;1;12;3;0.6;160.9;22;74.5;0;0
2014;1;12;4;0.9;152.3;21.6;79.3;0;0
2014;1;12;5;0.4;166.4;21.5;79.9;0;0
2014;1;12;6;0.7;159.7;21.5;77;0;0
2014;1;12;7;0.6;149.25;21.5;75.9;0;13.1
2014;1;12;8;0.4;138.8;21.7;79.5;0;59.1
2014;1;12;9;0;154.7;22.8;76.9;0;206.4
2014;1;12;10;0.7;70;23.6;72.9;0;230.7
2014;1;12;11;1;87.4;24.2;72.2;0;361.7
2014;1;12;12;1.2;97.4;25.7;66.5;0;494.3
2014;1;12;13;1.1;96;26.5;63.3;0;533.8
2014;1;12;14;1;140.5;27.5;59.3;0;641
2014;1;12;15;0.9;76.8;28.3;56.3;0;434
2014;1;12;16;1.5;65.4;27.9;58;0;214.5
2014;1;12;17;0.4;103;27.3;60.2;0;80.4
2014;1;12;18;1.4;172.5;27.1;58.6;0;33.2
2014;1;12;19;1;154.3;26.1;60.7;0;0
2014;1;12;20;1.1;157.8;25.1;66.2;0;0
2014;1;12;21;1.5;166.3;24.5;66.2;0;0
2014;1;12;22;1.4;187.4;23.9;68.1;0;0
2014;1;12;23;0.8;169.4;23.6;69.9;0;0
2014;1;13;0;1.4;159.6;23.3;70.6;0;0
2014;1;13;1;0.3;113.8;22.6;78.4;0;0
2014;1;13;2;0.8;149.6;21.7;84.5;0;0
2014;1;13;3;1.1;148.6;21.5;85.3;0;0
2014;1;13;4;0.9;150.8;21.5;81.9;0;0
2014;1;13;5;0.5;155.2;21.7;80.1;0;0
2014;1;13;6;0.4;124.6;21.8;79.5;0;0
2014;1;13;7;0.7;94;21.5;85.6;0;4.2
2014;1;13;8;0.5;35;21.4;86.7;0;90
2014;1;13;9;0.9;62.8;22.3;81.4;0;183.5
2014;1;13;10;0.5;50;24.4;70.9;0;509.5
2014;1;13;11;0.8;83.4;26.4;59.7;0;646.7
2014;1;13;12;1.2;89.6;28.1;53;0;684
2014;1;13;13;1.3;89.3;28.8;51.4;0;728.7
2014;1;13;14;1.2;105.7;29.2;50.4;0;510.4
2014;1;13;15;0.3;82.8;29.6;48.2;0;360.2
2014;1;13;16;3.1;183.1;29.8;45.5;0;567.4
2014;1;13;17;4.1;175.2;28.8;47.5;0;327.4
2014;1;13;18;3.5;180.5;27.5;51.1;0;102.6
2014;1;13;19;3.4;182.1;26.6;54;0;0
2014;1;13;20;3.7;174.4;25.8;58.1;0;0
2014;1;13;21;1.7;181.1;25.7;58.7;0;0
2014;1;13;22;2.4;155.7;25.1;63.9;0;0
2014;1;13;23;1.9;152.2;23.9;71;0;0
2014;1;14;0;1.1;154.4;24;69.2;0;0
2014;1;14;1;1;156.3;23.7;68.6;0;0
2014;1;14;2;0.9;151;23;73.5;0;0
2014;1;14;3;0.6;81.6;22.5;76.4;0;0
2014;1;14;6;0.4;121.9;21.8;80.2;0;0
2014;1;14;9;1.2;121.2;24.5;70.6;0;385.5
2014;1;14;10;1.1;107.8;25.8;64;0;571.8
2014;1;14;11;1;92.8;27.2;58.4;0;715
2014;1;14;12;1.3;107.7;28.6;53.4;0;700.8
2014;1;14;13;0.8;110.7;29.1;50.9;0;575
2014;1;14;14;0.6;76.8;29.2;50.8;0;332.3
2014;1;14;15;2.7;180.6;29.7;47.8;0;448
2014;1;14;16;4.7;173.3;29.7;46.6;0;523.9
2014;1;14;17;4.1;174.5;29.1;48.1;0;326.6
2014;1;14;18;4.1;178.7;28;50.8;0;157.1
2014;1;14;19;2.9;174.1;27.2;53.6;0;5.7
2014;1;14;20;4.1;171.3;26.6;55.5;0;0
2014;1;14;21;2.5;184.2;26.4;56.6;0;0
2014;1;14;22;2.6;179.2;25.6;61;0;0
2014;1;14;23;1.9;178.5;25.5;61.4;0;0
2014;1;15;0;0.3;65.1;24.2;69.4;0;0
2014;1;15;1;0.6;106.9;24;70;0;0
2014;1;15;2;1;88.3;23;74.1;0;0
2014;1;15;3;1.1;150.5;22.8;77.1;0;0
2014;1;15;4;0.6;143.4;22.5;79.7;0;0
2014;1;15;5;1;134.6;22.4;80;0;0
2014;1;15;6;0.5;125.1;22.4;80.8;0;0
2014;1;15;7;0.8;121.7;22.4;80.3;0;14
2014;1;15;8;0.8;150.8;23;77.1;0;115.8
2014;1;15;9;1.7;144.2;24.5;70.3;0;330.5
2014;1;15;10;2;140.5;26.1;64.4;0;533.2
2014;1;15;11;1.8;138.8;26.7;61.8;0;480.8
2014;1;15;12;1;132.3;27.4;59.4;0;443
2014;1;15;13;0.4;23.3;27.9;57.6;0;297.5
2014;1;15;14;2.5;200.8;29.1;49.1;0;714.1
2014;1;15;15;4.2;183.1;29.4;48.3;0;612.9
2014;1;15;16;3.5;176.9;29.7;46.5;0;497.7
2014;1;15;17;4.3;179.8;28.6;49;0;338.1
2014;1;15;18;5;175.3;26.9;52.1;0;108
2014;1;15;19;5;175.3;26.5;52.2;0;0
2014;1;15;20;3.3;161.5;25.6;59.5;0;0
2014;1;15;21;2.4;148.9;23.9;72.5;0;0
2014;1;15;22;1.5;147.4;22.7;80.9;0;0
2014;1;15;23;0.4;171.6;23.2;78.3;0;0
2014;1;16;0;0.4;184;23.1;75.4;0;0
2014;1;16;1;1.2;171.2;22.7;68.5;0;0
2014;1;16;2;0.5;97.5;22;77.7;0;0
2014;1;16;3;0.7;144.3;20.8;86.7;0;0
2014;1;16;4;0.3;69.7;20.7;86.9;0;0
2014;1;16;5;0.5;169.7;20.9;85.2;0;0
2014;1;16;7;0.7;154.6;21;78;0;23.1
2014;1;16;8;1.1;130.2;22.6;71.4;0;170.2
2014;1;16;9;0.7;105;22.8;76.1;0;205.8
2014;1;16;10;0.7;82.3;23.8;72.6;0;265.2
2014;1;16;11;1.2;57.7;24.1;70.8;0;179.1
2014;1;16;12;0.8;40.6;24.2;71.1;0;377.7
2014;1;16;13;1.3;54.6;26.8;61.2;0;799.5
2014;1;16;14;1.8;48.7;27.9;56;0;499.3
2014;1;16;15;1.1;92.5;29;52.6;0;577.9
2014;1;16;16;0.8;106.9;29.7;50.6;0;374.3
2014;1;16;17;1.6;62.8;28.6;53.7;0;137.7
2014;1;16;18;2;168.8;27.9;52.8;0;38.4
2014;1;16;19;4.1;171.6;26.4;56.3;0;0
2014;1;16;20;3.8;169.2;25.7;58.9;0;0
2014;1;16;21;3.9;166.9;25.3;60.3;0;0
2014;1;16;22;0.4;111.9;24.3;66.8;0;0
2014;1;16;23;0.5;138.75;24.1;66.6;0;0
2014;1;17;0;0.3;165.6;23.7;68.8;0;0
2014;1;17;1;0.6;142.1;22.9;73.5;0;0
2014;1;17;2;1.6;151;22.8;78.4;0;0
2014;1;17;3;0.8;134.2;21.9;78.6;0;0
2014;1;17;4;0.6;148.2;21.9;77.9;0;0
2014;1;17;5;0.9;146.4;22.1;80.6;0;0
2014;1;17;6;0.7;130.9;21.7;81.4;0;0
2014;1;17;7;0.3;192.9;21.8;79.2;0;16
2014;1;17;8;0.8;171.3;22.8;72;0;151.7
2014;1;17;9;1.6;109.5;24.2;68.9;0;246.9
2014;1;17;10;1.2;87.6;23.9;71.2;0;292.1
2014;1;17;11;1.5;138.9;26.2;60.5;0;699.4
2014;1;17;12;1.6;146.6;28;53.2;0;646
2014;1;17;13;1.3;149.1;29.3;49.3;0;600.9
2014;1;17;14;2;189.9;29.4;48.4;0;685.7
2014;1;17;15;1.4;186.6;30.6;44.4;0;710.4
2014;1;17;16;4.1;180;30;45.1;0;520.9
2014;1;17;17;3.8;180.5;29;47;0;280.7
2014;1;17;18;3.1;182.8;27.8;49.1;0;73.9
2014;1;17;19;3;179.1;26.7;53.5;0;0
2014;1;17;20;3.2;177.2;26;55.6;0;0
2014;1;17;21;2.1;183.3;25.6;57.2;0;0
2014;1;17;22;0.7;146.5;24.9;61.6;0;0
2014;1;17;23;1.1;164.6;24.6;62;0;0
2014;1;18;0;0.4;50;23.3;69.8;0;0
2014;1;18;1;0.8;141.8;22.8;73;0;0
2014;1;18;2;0.4;161.5;22.3;74.9;0;0
2014;1;18;3;1.1;157.5;22.2;69.7;0;0
2014;1;18;4;0.4;151.5;22.2;70.5;0;0
2014;1;18;5;1;142.8;21.8;76.8;0;0
2014;1;18;6;0.5;122.3;21.6;78.5;0;0
2014;1;18;7;0.8;114.6;21.4;79.7;0;13.3
2014;1;18;8;0.7;150;22.6;73.7;0;155.6
2014;1;18;9;1.1;147.8;24.5;65.5;0;340.4
2014;1;18;10;0.7;107.4;26.2;58.5;0;545.3
2014;1;18;11;1.1;85.1;27.5;54.7;0;574.4
2014;1;18;12;1.2;94.9;28;55.2;0;378.9
2014;1;18;13;1;108.2;29.5;50.3;0;835.8
2014;1;18;14;1.9;113;30.3;48.3;0;680.4
2014;1;18;15;1.8;129.2;30.6;47.7;0;547.1
2014;1;18;16;0.7;180.8;30;49.1;0;212.9
2014;1;18;17;3.5;176.3;29.7;48.5;0;310.7
2014;1;18;18;4.1;170.8;28.1;52.7;0;84.6
2014;1;18;19;3.7;172.6;26.8;56;0;0
2014;1;18;20;3.8;173.4;26.2;57.5;0;0
2014;1;18;21;1.8;166.4;26;58.4;0;0
2014;1;18;23;2.5;160.8;25;63.4;0;0
2014;1;19;0;1.9;166.7;25.3;60.4;0;0
2014;1;19;1;2.1;154.3;24.9;65.5;0;0
2014;1;19;2;1.5;148.6;24;71.6;0;0
2014;1;19;3;0.7;126.1;23.6;72.7;0;0
2014;1;19;4;0.8;58.4;22.9;76.2;0;0
2014;1;19;5;0.8;141.9;22.9;76.3;0;0
2014;1;19;7;0.6;60.7;22.8;77.7;0;0
2014;1;19;8;1.2;147.7;21.8;87.3;4.83;47.9
2014;1;19;9;0.5;143.5;23.1;84.5;0.25;346.3
2014;1;19;10;0.6;164.1;25.3;72.3;0;426.5
2014;1;19;11;1;88.8;26.6;65.3;0;386.3
2014;1;19;12;1.2;117.9;26.9;63.4;0;391
2014;1;19;13;1;173;27.5;59.5;0;385.9
2014;1;19;14;0.6;150.3;29.1;51.5;0;748
2014;1;19;15;1.6;134.1;29.9;50.2;0;474.6
2014;1;19;16;3.8;172.9;27.6;54.5;0;117.6
2014;1;19;17;4.2;173.8;27;54.3;0;188.4
2014;1;19;18;3.6;178.2;26.4;55.4;0;69.9
2014;1;19;19;4.3;173;25.7;57.3;0;0
2014;1;19;20;3.5;181.6;25.5;58.1;0;0
2014;1;19;21;1.8;203.5;25.2;59.3;0;0
2014;1;19;22;1.4;168.1;25.2;59.5;0;0
2014;1;19;23;2.3;176.6;24.8;61.3;0;0
2014;1;20;0;0.4;222.9;24;68.5;0;0
2014;1;20;1;0.2;56.5;23.2;74;0;0
2014;1;20;2;1.2;154.9;23.1;75.5;0;0
2014;1;20;3;0.6;154.7;22.4;81.6;0.25;0
2014;1;20;4;0.4;173.7;22.5;79.6;0;0
2014;1;20;5;0.2;297.6;22.2;82.6;0;0
2014;1;20;6;0.4;168.5;22.2;83.4;0;0
2014;1;20;7;0.4;169.4;22.4;82.2;0;8
2014;1;20;8;0.1;17.8;22.8;80.8;0;66.1
2014;1;20;9;0.2;169.5;24.1;74.6;0;225.1
2014;1;20;10;1;246.2;24.3;73.7;0;233.4
2014;1;20;11;0.4;118.6;26.4;63.3;0;496.3
2014;1;20;12;1.6;146.7;28.1;54;0;599.1
2014;1;20;13;1.2;127.8;29.7;48.3;0;847.6
2014;1;20;14;1;129.7;30.4;46;0;675
2014;1;20;15;0.5;195.1;30.4;46.4;0;380.1
2014;1;20;16;4.2;181.4;29.7;48.2;0;521.8
2014;1;20;17;4.8;177.3;28.5;51.2;0;312.1
2014;1;20;18;5;176.5;27;56.2;0;78.7
2014;1;20;19;5.8;172.1;25.7;58.7;0;0
2014;1;20;20;4;172.1;25.6;57.6;0;0
2014;1;20;21;3.3;172.2;25.7;57.1;0;0
2014;1;20;22;2.7;156.5;25.3;61.3;0;0
2014;1;20;23;1.9;152.1;24.9;64.7;0;0
2014;1;21;0;1.8;155.9;24.5;64.9;0;0
2014;1;21;1;0.2;139.6;24.1;70.1;0;0
2014;1;21;2;0.2;326.2;23.6;74.5;0;0
2014;1;21;3;0.8;41.4;23.2;76.4;0;0
2014;1;21;4;0.8;120.5;22.8;79;0;0
2014;1;21;5;0.8;126.4;22.5;81.2;0;0
2014;1;21;6;0.6;149;22.6;80.5;0;0
